"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 16, 2015","4,370.47","4,338.29","4,371.46","4,327.27","144.84M","1.29%"
"Mar 17, 2015","4,375.62","4,355.83","4,384.98","4,349.69","144.34M","0.12%"
"Mar 18, 2015","4,422.50","4,366.80","4,440.49","4,344.49","193.47M","1.07%"
"Mar 19, 2015","4,426.82","4,424.79","4,440.01","4,419.84","151.12M","0.10%"
"Mar 20, 2015","4,458.54","4,468.29","4,478.69","4,456.41","445.34M","0.72%"
"Mar 23, 2015","4,445.54","4,454.15","4,466.34","4,445.52","142.74M","-0.29%"
"Mar 24, 2015","4,430.98","4,444.39","4,467.79","4,430.97","140.20M","-0.33%"
"Mar 25, 2015","4,329.29","4,437.38","4,442.54","4,329.29","211.93M","-2.29%"
"Mar 26, 2015","4,315.26","4,288.16","4,340.16","4,280.95","211.46M","-0.32%"
"Mar 27, 2015","4,332.86","4,314.60","4,342.93","4,309.52","172.81M","0.41%"
"Mar 30, 2015","4,382.82","4,359.78","4,384.18","4,359.78","171.23M","1.15%"
"Mar 31, 2015","4,333.69","4,364.15","4,377.36","4,333.69","186.42M","-1.12%"
"Apr 01, 2015","4,311.26","4,328.17","4,334.56","4,284.06","178.11M","-0.52%"
"Apr 02, 2015","4,316.01","4,316.24","4,327.79","4,302.49","149.55M","0.11%"
"Apr 06, 2015","4,350.98","4,286.16","4,361.56","4,283.91","172.12M","0.81%"
"Apr 07, 2015","4,344.08","4,349.31","4,379.41","4,343.74","137.14M","-0.16%"
"Apr 08, 2015","4,375.96","4,345.23","4,382.82","4,345.09","149.86M","0.73%"
"Apr 09, 2015","4,403.95","4,375.78","4,405.65","4,361.23","149.90M","0.64%"
"Apr 10, 2015","4,422.02","4,402.02","4,422.63","4,394.38","134.01M","0.41%"
"Apr 13, 2015","4,409.21","4,428.13","4,448.20","4,407.07","147.29M","-0.29%"
"Apr 14, 2015","4,397.65","4,409.29","4,418.87","4,375.10","131.75M","-0.26%"
"Apr 15, 2015","4,424.53","4,409.74","4,435.28","4,406.04","152.83M","0.61%"
"Apr 16, 2015","4,418.83","4,412.15","4,427.22","4,408.96","140.52M","-0.13%"
"Apr 17, 2015","4,351.80","4,379.63","4,390.31","4,333.10","209.10M","-1.52%"
"Apr 20, 2015","4,417.40","4,373.65","4,423.88","4,373.09","146.09M","1.51%"
"Apr 21, 2015","4,435.98","4,444.50","4,448.68","4,430.98","146.39M","0.42%"
"Apr 22, 2015","4,460.81","4,448.58","4,466.84","4,419.35","146.87M","0.56%"
"Apr 23, 2015","4,477.07","4,445.17","4,496.08","4,444.29","190.91M","0.36%"
"Apr 24, 2015","4,536.78","4,529.73","4,543.64","4,517.88","204.32M","1.33%"
"Apr 27, 2015","4,525.03","4,548.51","4,562.33","4,516.33","210.82M","-0.26%"
"Apr 28, 2015","4,515.27","4,529.41","4,537.15","4,479.01","183.14M","-0.22%"
"Apr 29, 2015","4,488.15","4,490.57","4,517.01","4,463.98","163.81M","-0.60%"
"Apr 30, 2015","4,414.25","4,459.23","4,480.36","4,395.10","202.80M","-1.65%"
"May 01, 2015","4,479.06","4,437.70","4,479.06","4,435.24","156.48M","1.47%"
"May 04, 2015","4,482.61","4,491.19","4,510.47","4,480.85","141.00M","0.08%"
"May 05, 2015","4,409.39","4,464.21","4,472.23","4,407.27","166.50M","-1.63%"
"May 06, 2015","4,379.75","4,420.30","4,429.96","4,349.93","179.11M","-0.67%"
"May 07, 2015","4,401.55","4,377.81","4,413.73","4,373.30","175.32M","0.50%"
"May 08, 2015","4,458.65","4,444.99","4,466.17","4,441.73","165.76M","1.30%"
"May 11, 2015","4,438.64","4,457.62","4,468.75","4,437.53","138.99M","-0.45%"
"May 12, 2015","4,420.65","4,412.82","4,441.40","4,380.52","148.17M","-0.41%"
"May 13, 2015","4,426.56","4,436.08","4,460.54","4,421.75","132.48M","0.13%"
"May 14, 2015","4,495.04","4,461.07","4,496.25","4,448.38","157.34M","1.55%"
"May 15, 2015","4,494.29","4,505.39","4,509.13","4,482.55","180.85M","-0.02%"
"May 18, 2015","4,512.95","4,487.14","4,521.01","4,483.76","139.82M","0.42%"
"May 19, 2015","4,503.72","4,514.66","4,521.85","4,498.52","147.13M","-0.20%"
"May 20, 2015","4,505.30","4,505.59","4,533.92","4,484.52","155.39M","0.04%"
"May 21, 2015","4,529.47","4,499.42","4,537.28","4,495.40","144.15M","0.54%"
"May 22, 2015","4,527.16","4,522.86","4,542.46","4,522.61","133.96M","-0.05%"
"May 26, 2015","4,472.96","4,516.63","4,521.85","4,456.76","174.43M","-1.20%"
"May 27, 2015","4,546.06","4,488.05","4,551.52","4,479.74","159.72M","1.63%"
"May 28, 2015","4,535.66","4,537.48","4,548.24","4,523.55","144.73M","-0.23%"
"May 29, 2015","4,508.25","4,532.15","4,539.57","4,499.65","211.76M","-0.60%"
"Jun 01, 2015","4,521.85","4,530.03","4,535.43","4,488.17","166.09M","0.30%"
"Jun 02, 2015","4,508.89","4,503.76","4,531.08","4,486.19","135.37M","-0.29%"
"Jun 03, 2015","4,519.86","4,531.04","4,539.35","4,512.44","131.10M","0.24%"
"Jun 04, 2015","4,487.03","4,501.73","4,526.21","4,475.05","151.45M","-0.73%"
"Jun 05, 2015","4,477.19","4,483.43","4,493.43","4,452.32","137.71M","-0.22%"
"Jun 08, 2015","4,431.52","4,476.69","4,477.83","4,423.80","141.68M","-1.02%"
"Jun 09, 2015","4,427.61","4,421.02","4,441.62","4,392.45","142.74M","-0.09%"
"Jun 10, 2015","4,485.46","4,440.54","4,497.51","4,435.29","145.39M","1.31%"
"Jun 11, 2015","4,488.47","4,498.48","4,511.32","4,483.84","146.85M","0.07%"
"Jun 12, 2015","4,453.79","4,467.38","4,476.21","4,449.21","128.06M","-0.77%"
"Jun 15, 2015","4,432.92","4,416.14","4,437.97","4,396.13","154.36M","-0.47%"
"Jun 16, 2015","4,455.90","4,428.30","4,463.20","4,426.19","120.11M","0.52%"
"Jun 17, 2015","4,468.98","4,465.18","4,482.27","4,441.34","140.68M","0.29%"
"Jun 18, 2015","4,531.85","4,483.61","4,540.69","4,483.61","151.59M","1.41%"
"Jun 19, 2015","4,513.42","4,538.71","4,539.49","4,511.21","343.61M","-0.41%"
"Jun 22, 2015","4,544.04","4,541.85","4,557.98","4,534.76","132.20M","0.68%"
"Jun 23, 2015","4,548.74","4,549.52","4,551.77","4,529.99","122.73M","0.10%"
"Jun 24, 2015","4,524.60","4,542.07","4,561.64","4,523.90","156.70M","-0.53%"
"Jun 25, 2015","4,514.01","4,540.40","4,546.15","4,508.65","132.99M","-0.23%"
"Jun 26, 2015","4,484.28","4,514.37","4,523.97","4,469.23","298.23M","-0.66%"
"Jun 29, 2015","4,379.86","4,433.11","4,460.08","4,377.23","176.07M","-2.33%"
"Jun 30, 2015","4,396.76","4,414.86","4,420.50","4,381.94","184.07M","0.39%"
"Jul 01, 2015","4,429.23","4,433.79","4,445.90","4,409.42","145.38M","0.74%"
"Jul 02, 2015","4,433.39","4,440.17","4,445.82","4,417.48","134.29M","0.09%"
"Jul 06, 2015","4,418.66","4,394.44","4,444.41","4,394.44","161.70M","-0.33%"
"Jul 07, 2015","4,429.06","4,422.74","4,434.91","4,344.15","181.15M","0.24%"
"Jul 08, 2015","4,351.58","4,392.51","4,403.13","4,346.42","161.92M","-1.75%"
"Jul 09, 2015","4,352.03","4,410.27","4,414.43","4,351.51","162.07M","0.01%"
"Jul 10, 2015","4,420.15","4,405.99","4,434.11","4,394.01","142.82M","1.57%"
"Jul 13, 2015","4,494.47","4,457.76","4,498.74","4,456.54","148.65M","1.68%"
"Jul 14, 2015","4,523.47","4,503.20","4,537.21","4,500.66","157.89M","0.65%"
"Jul 15, 2015","4,528.36","4,531.31","4,547.18","4,517.40","157.32M","0.11%"
"Jul 16, 2015","4,594.90","4,567.06","4,595.02","4,558.32","161.18M","1.47%"
"Jul 17, 2015","4,661.60","4,635.48","4,661.60","4,624.68","187.82M","1.45%"
"Jul 20, 2015","4,679.68","4,670.23","4,694.13","4,657.98","145.39M","0.39%"
"Jul 21, 2015","4,674.40","4,679.54","4,686.36","4,661.76","160.46M","-0.11%"
"Jul 22, 2015","4,623.24","4,604.97","4,643.83","4,604.53","182.33M","-1.09%"
"Jul 23, 2015","4,602.83","4,627.56","4,641.58","4,592.49","174.04M","-0.44%"
"Jul 24, 2015","4,557.38","4,630.95","4,632.06","4,552.40","187.31M","-0.99%"
"Jul 27, 2015","4,519.09","4,530.36","4,551.99","4,511.92","188.29M","-0.84%"
"Jul 28, 2015","4,560.23","4,539.47","4,568.79","4,506.19","179.91M","0.91%"
"Jul 29, 2015","4,581.60","4,570.50","4,586.78","4,552.76","168.92M","0.47%"
"Jul 30, 2015","4,598.59","4,570.77","4,606.65","4,540.98","165.46M","0.37%"
"Jul 31, 2015","4,588.91","4,616.48","4,616.48","4,584.22","177.37M","-0.21%"
"Aug 03, 2015","4,580.46","4,595.26","4,607.52","4,549.60","147.61M","-0.18%"
"Aug 04, 2015","4,567.47","4,573.25","4,584.45","4,551.90","163.31M","-0.28%"
"Aug 05, 2015","4,602.24","4,592.81","4,634.70","4,590.19","175.85M","0.76%"
"Aug 06, 2015","4,528.51","4,608.69","4,612.62","4,508.30","206.47M","-1.60%"
"Aug 07, 2015","4,520.08","4,519.36","4,532.46","4,485.50","169.55M","-0.19%"
"Aug 10, 2015","4,573.11","4,558.68","4,583.63","4,554.62","152.60M","1.17%"
"Aug 11, 2015","4,513.99","4,548.75","4,567.69","4,491.06","176.04M","-1.29%"
"Aug 12, 2015","4,528.19","4,475.91","4,539.18","4,436.54","194.63M","0.31%"
"Aug 13, 2015","4,519.32","4,536.96","4,556.14","4,514.45","144.06M","-0.20%"
"Aug 14, 2015","4,530.74","4,512.88","4,536.20","4,503.83","134.58M","0.25%"
"Aug 17, 2015","4,566.37","4,516.88","4,568.59","4,507.98","127.62M","0.79%"
"Aug 18, 2015","4,542.07","4,556.23","4,562.15","4,536.05","128.56M","-0.53%"
"Aug 19, 2015","4,510.90","4,525.32","4,550.67","4,486.11","158.45M","-0.69%"
"Aug 20, 2015","4,385.13","4,467.79","4,484.36","4,385.13","207.12M","-2.79%"
"Aug 21, 2015","4,197.27","4,313.19","4,361.32","4,197.27","337.10M","-4.28%"
"Aug 24, 2015","4,038.60","3,847.12","4,199.79","3,787.23","462.04M","-3.78%"
"Aug 25, 2015","4,016.32","4,187.28","4,207.38","4,015.91","324.00M","-0.55%"
"Aug 26, 2015","4,219.60","4,141.24","4,227.86","4,052.55","303.37M","5.06%"
"Aug 27, 2015","4,324.82","4,281.63","4,328.99","4,231.14","259.20M","2.49%"
"Aug 28, 2015","4,329.12","4,307.05","4,340.70","4,295.56","240.92M","0.10%"
"Aug 31, 2015","4,274.58","4,299.88","4,324.73","4,262.09","203.40M","-1.26%"
"Sep 01, 2015","4,142.63","4,177.94","4,229.31","4,121.83","254.64M","-3.09%"
"Sep 02, 2015","4,256.23","4,207.68","4,256.23","4,166.08","193.15M","2.74%"
"Sep 03, 2015","4,234.65","4,267.34","4,300.30","4,222.38","173.98M","-0.51%"
"Sep 04, 2015","4,184.72","4,175.62","4,210.81","4,160.43","177.08M","-1.18%"
"Sep 08, 2015","4,303.53","4,267.40","4,306.50","4,247.14","193.37M","2.84%"
"Sep 09, 2015","4,253.45","4,346.36","4,352.96","4,242.47","191.97M","-1.16%"
"Sep 10, 2015","4,296.30","4,248.48","4,326.77","4,243.69","185.13M","1.01%"
"Sep 11, 2015","4,323.23","4,273.62","4,323.23","4,268.10","151.68M","0.63%"
"Sep 14, 2015","4,308.76","4,334.86","4,334.94","4,293.77","142.70M","-0.33%"
"Sep 15, 2015","4,360.28","4,322.41","4,373.19","4,303.89","139.57M","1.20%"
"Sep 16, 2015","4,383.67","4,357.36","4,388.32","4,346.47","142.05M","0.54%"
"Sep 17, 2015","4,384.96","4,378.99","4,450.66","4,368.80","180.84M","0.03%"
"Sep 18, 2015","4,323.86","4,325.29","4,374.92","4,317.09","590.21M","-1.39%"
"Sep 21, 2015","4,336.13","4,343.77","4,372.42","4,299.94","154.07M","0.28%"
"Sep 22, 2015","4,274.10","4,273.30","4,286.60","4,233.90","175.38M","-1.43%"
"Sep 23, 2015","4,273.53","4,280.01","4,294.73","4,255.06","126.78M","-0.01%"
"Sep 24, 2015","4,261.10","4,239.85","4,275.64","4,198.11","197.53M","-0.29%"
"Sep 25, 2015","4,224.74","4,305.39","4,308.66","4,198.96","193.24M","-0.85%"
"Sep 28, 2015","4,103.47","4,206.68","4,207.02","4,092.29","222.96M","-2.87%"
"Sep 29, 2015","4,083.37","4,110.26","4,155.31","4,053.11","223.14M","-0.49%"
"Sep 30, 2015","4,181.06","4,137.18","4,181.06","4,125.20","238.38M","2.39%"
"Oct 01, 2015","4,192.96","4,185.28","4,194.18","4,128.34","192.99M","0.28%"
"Oct 02, 2015","4,267.45","4,136.96","4,267.45","4,124.55","216.38M","1.78%"
"Oct 05, 2015","4,331.43","4,296.54","4,339.23","4,290.25","188.83M","1.50%"
"Oct 06, 2015","4,306.70","4,315.32","4,332.03","4,273.70","190.27M","-0.57%"
"Oct 07, 2015","4,333.46","4,331.87","4,342.59","4,279.21","198.89M","0.62%"
"Oct 08, 2015","4,350.15","4,316.18","4,358.09","4,275.60","175.57M","0.39%"
"Oct 09, 2015","4,370.01","4,355.24","4,378.26","4,341.51","157.89M","0.46%"
"Oct 12, 2015","4,382.56","4,378.64","4,389.77","4,363.96","117.69M","0.29%"
"Oct 13, 2015","4,352.94","4,354.06","4,399.93","4,349.18","135.57M","-0.68%"
"Oct 14, 2015","4,346.92","4,356.82","4,373.71","4,328.96","180.33M","-0.14%"
"Oct 15, 2015","4,418.22","4,361.98","4,418.25","4,357.22","179.80M","1.64%"
"Oct 16, 2015","4,438.62","4,419.94","4,438.75","4,405.88","182.37M","0.46%"
"Oct 19, 2015","4,462.07","4,428.06","4,464.78","4,420.80","153.18M","0.53%"
"Oct 20, 2015","4,438.18","4,454.62","4,463.11","4,424.34","157.84M","-0.54%"
"Oct 21, 2015","4,413.52","4,462.22","4,464.73","4,409.90","172.79M","-0.56%"
"Oct 22, 2015","4,503.22","4,451.32","4,504.70","4,438.60","220.99M","2.03%"
"Oct 23, 2015","4,624.09","4,623.72","4,645.97","4,598.74","225.47M","2.68%"
"Oct 26, 2015","4,630.85","4,621.14","4,638.75","4,606.66","168.72M","0.15%"
"Oct 27, 2015","4,639.23","4,617.60","4,645.94","4,617.44","172.18M","0.18%"
"Oct 28, 2015","4,678.57","4,649.10","4,678.57","4,609.93","178.00M","0.85%"
"Oct 29, 2015","4,670.77","4,657.78","4,678.20","4,653.00","147.09M","-0.17%"
"Oct 30, 2015","4,648.83","4,676.30","4,681.23","4,648.83","187.34M","-0.47%"
"Nov 02, 2015","4,703.91","4,658.79","4,707.77","4,652.45","139.24M","1.18%"
"Nov 03, 2015","4,719.05","4,692.03","4,735.31","4,685.98","153.00M","0.32%"
"Nov 04, 2015","4,717.55","4,729.07","4,737.11","4,698.84","170.08M","-0.03%"
"Nov 05, 2015","4,702.90","4,718.51","4,731.56","4,678.79","171.32M","-0.31%"
"Nov 06, 2015","4,707.23","4,695.88","4,710.47","4,665.41","169.35M","0.09%"
"Nov 09, 2015","4,655.52","4,687.35","4,694.27","4,627.11","159.65M","-1.10%"
"Nov 10, 2015","4,641.73","4,628.83","4,647.32","4,616.71","156.09M","-0.30%"
"Nov 11, 2015","4,636.94","4,657.19","4,677.78","4,631.06","134.24M","-0.10%"
"Nov 12, 2015","4,588.93","4,617.78","4,639.26","4,588.07","146.81M","-1.04%"
"Nov 13, 2015","4,502.14","4,566.12","4,575.80","4,499.15","183.04M","-1.89%"
"Nov 16, 2015","4,565.47","4,494.56","4,566.03","4,486.09","172.49M","1.41%"
"Nov 17, 2015","4,565.82","4,571.55","4,598.27","4,554.89","154.49M","0.01%"
"Nov 18, 2015","4,653.44","4,586.24","4,657.63","4,580.72","177.73M","1.92%"
"Nov 19, 2015","4,655.35","4,657.61","4,678.02","4,648.94","148.55M","0.04%"
"Nov 20, 2015","4,686.36","4,680.51","4,691.59","4,674.61","171.08M","0.67%"
"Nov 23, 2015","4,674.79","4,689.98","4,706.62","4,655.60","136.01M","-0.25%"
"Nov 24, 2015","4,669.41","4,645.52","4,682.13","4,621.63","145.80M","-0.12%"
"Nov 25, 2015","4,672.88","4,674.23","4,683.55","4,666.23","108.67M","0.07%"
"Nov 27, 2015","4,680.47","4,680.44","4,689.58","4,665.92","59.48M","0.16%"
"Nov 30, 2015","4,664.51","4,692.57","4,695.06","4,654.53","237.17M","-0.34%"
"Dec 01, 2015","4,716.16","4,685.74","4,716.16","4,682.40","161.56M","1.11%"
"Dec 02, 2015","4,686.22","4,720.27","4,739.75","4,680.06","167.93M","-0.63%"
"Dec 03, 2015","4,606.76","4,704.20","4,705.78","4,579.91","201.09M","-1.70%"
"Dec 04, 2015","4,716.12","4,621.48","4,722.39","4,612.11","185.34M","2.37%"
"Dec 07, 2015","4,693.62","4,718.55","4,720.82","4,671.86","155.14M","-0.48%"
"Dec 08, 2015","4,694.77","4,646.43","4,708.47","4,643.65","161.79M","0.02%"
"Dec 09, 2015","4,622.14","4,674.80","4,698.25","4,595.01","178.84M","-1.55%"
"Dec 10, 2015","4,643.05","4,627.77","4,674.00","4,619.98","143.53M","0.45%"
"Dec 11, 2015","4,537.56","4,583.08","4,600.91","4,534.05","189.83M","-2.27%"
"Dec 14, 2015","4,570.16","4,535.56","4,571.57","4,478.25","199.75M","0.72%"
"Dec 15, 2015","4,597.33","4,607.20","4,636.77","4,592.72","182.72M","0.59%"
"Dec 16, 2015","4,664.56","4,633.85","4,673.54","4,582.87","159.86M","1.46%"
"Dec 17, 2015","4,598.14","4,680.62","4,681.13","4,597.65","170.27M","-1.42%"
"Dec 18, 2015","4,514.82","4,578.69","4,593.40","4,513.23","499.76M","-1.81%"
"Dec 21, 2015","4,560.55","4,547.92","4,560.71","4,519.82","140.94M","1.01%"
"Dec 22, 2015","4,589.26","4,580.61","4,596.08","4,560.54","124.75M","0.63%"
"Dec 23, 2015","4,624.59","4,612.16","4,626.16","4,605.36","129.67M","0.77%"
"Dec 24, 2015","4,622.77","4,626.32","4,635.59","4,620.80","56.28M","-0.04%"
"Dec 28, 2015","4,621.35","4,610.41","4,621.68","4,580.13","96.41M","-0.03%"
"Dec 29, 2015","4,691.08","4,645.08","4,702.74","4,644.32","98.98M","1.51%"
"Dec 30, 2015","4,652.01","4,687.16","4,688.66","4,651.73","77.90M","-0.83%"
"Dec 31, 2015","4,593.27","4,634.15","4,642.55","4,592.88","119.75M","-1.26%"
"Jan 04, 2016","4,497.86","4,485.06","4,497.86","4,439.13","221.70M","-2.08%"
"Jan 05, 2016","4,484.18","4,512.03","4,522.12","4,466.05","161.32M","-0.30%"
"Jan 06, 2016","4,443.98","4,409.78","4,467.55","4,409.49","187.88M","-0.90%"
"Jan 07, 2016","4,305.72","4,349.14","4,403.61","4,303.66","247.44M","-3.11%"
"Jan 08, 2016","4,270.78","4,336.12","4,362.46","4,264.81","211.24M","-0.81%"
"Jan 11, 2016","4,283.55","4,300.97","4,311.14","4,217.63","195.48M","0.30%"
"Jan 12, 2016","4,333.72","4,322.77","4,353.19","4,273.02","174.99M","1.17%"
"Jan 13, 2016","4,183.12","4,352.64","4,359.50","4,177.30","226.90M","-3.48%"
"Jan 14, 2016","4,272.97","4,201.23","4,308.25","4,133.32","237.79M","2.15%"
"Jan 15, 2016","4,141.08","4,123.87","4,184.69","4,085.79","336.94M","-3.09%"
"Jan 19, 2016","4,147.07","4,199.56","4,202.04","4,101.05","228.78M","0.14%"
"Jan 20, 2016","4,136.28","4,078.23","4,178.64","3,992.91","295.46M","-0.26%"
"Jan 21, 2016","4,142.60","4,146.44","4,200.36","4,099.30","219.83M","0.15%"
"Jan 22, 2016","4,259.77","4,226.44","4,260.55","4,209.24","193.50M","2.83%"
"Jan 25, 2016","4,196.53","4,245.47","4,268.11","4,193.32","197.57M","-1.48%"
"Jan 26, 2016","4,233.85","4,211.92","4,250.97","4,177.85","170.39M","0.89%"
"Jan 27, 2016","4,128.86","4,214.94","4,226.09","4,111.93","214.92M","-2.48%"
"Jan 28, 2016","4,186.06","4,197.20","4,197.48","4,116.50","245.91M","1.39%"
"Jan 29, 2016","4,279.17","4,186.35","4,279.17","4,184.31","329.47M","2.22%"
"Feb 01, 2016","4,286.56","4,254.41","4,301.63","4,238.20","186.12M","0.17%"
"Feb 02, 2016","4,193.10","4,262.45","4,265.04","4,180.57","219.08M","-2.18%"
"Feb 03, 2016","4,171.97","4,213.67","4,218.15","4,099.24","254.44M","-0.50%"
"Feb 04, 2016","4,167.77","4,158.05","4,200.99","4,120.58","232.61M","-0.10%"
"Feb 05, 2016","4,024.47","4,150.35","4,152.73","4,008.45","265.25M","-3.44%"
"Feb 08, 2016","3,960.67","3,947.99","3,979.09","3,888.78","286.49M","-1.59%"
"Feb 09, 2016","3,947.80","3,903.93","4,008.06","3,902.74","237.24M","-0.32%"
"Feb 10, 2016","3,966.28","3,996.76","4,045.48","3,962.70","204.93M","0.47%"
"Feb 11, 2016","3,962.22","3,910.57","3,988.71","3,902.86","252.95M","-0.10%"
"Feb 12, 2016","4,019.19","3,996.64","4,022.12","3,965.74","204.49M","1.44%"
"Feb 16, 2016","4,104.33","4,077.33","4,104.33","4,049.88","231.42M","2.12%"
"Feb 17, 2016","4,199.10","4,138.43","4,204.62","4,125.83","224.55M","2.31%"
"Feb 18, 2016","4,151.49","4,212.22","4,212.58","4,146.10","179.17M","-1.13%"
"Feb 19, 2016","4,164.09","4,129.75","4,175.08","4,121.59","198.16M","0.30%"
"Feb 22, 2016","4,231.27","4,203.60","4,235.12","4,199.93","162.50M","1.61%"
"Feb 23, 2016","4,162.54","4,209.32","4,217.99","4,158.56","147.33M","-1.62%"
"Feb 24, 2016","4,200.66","4,116.02","4,205.98","4,088.12","161.65M","0.92%"
"Feb 25, 2016","4,241.06","4,212.48","4,241.25","4,173.25","143.05M","0.96%"
"Feb 26, 2016","4,235.62","4,273.59","4,275.82","4,227.29","154.46M","-0.13%"
"Feb 29, 2016","4,201.12","4,228.57","4,263.31","4,200.15","207.64M","-0.81%"
"Mar 01, 2016","4,333.61","4,238.08","4,333.61","4,225.93","182.38M","3.15%"
"Mar 02, 2016","4,334.39","4,328.72","4,335.43","4,301.09","167.09M","0.02%"
"Mar 03, 2016","4,325.86","4,330.40","4,331.49","4,296.32","146.71M","-0.20%"
"Mar 04, 2016","4,329.00","4,334.03","4,356.34","4,301.35","179.96M","0.07%"
"Mar 07, 2016","4,303.33","4,303.81","4,330.28","4,271.56","167.76M","-0.59%"
"Mar 08, 2016","4,265.51","4,272.72","4,308.84","4,258.82","164.88M","-0.88%"
"Mar 09, 2016","4,293.23","4,281.10","4,293.23","4,258.08","145.93M","0.65%"
"Mar 10, 2016","4,286.97","4,307.87","4,335.33","4,232.08","165.57M","-0.15%"
"Mar 11, 2016","4,361.83","4,337.12","4,361.83","4,320.55","159.33M","1.75%"
"Mar 14, 2016","4,367.33","4,347.94","4,378.35","4,347.55","131.71M","0.13%"
"Mar 15, 2016","4,367.08","4,354.38","4,371.29","4,339.86","136.02M","-0.01%"
"Mar 16, 2016","4,404.20","4,359.67","4,416.11","4,357.74","151.32M","0.85%"
"Mar 17, 2016","4,400.26","4,390.06","4,413.08","4,376.87","159.01M","-0.09%"
"Mar 18, 2016","4,410.83","4,408.82","4,420.88","4,387.80","435.12M","0.24%"
"Mar 21, 2016","4,426.98","4,403.09","4,430.44","4,400.35","138.58M","0.37%"
"Mar 22, 2016","4,437.62","4,403.47","4,450.76","4,401.26","139.00M","0.24%"
"Mar 23, 2016","4,402.56","4,431.82","4,434.76","4,394.96","132.11M","-0.79%"
"Mar 24, 2016","4,405.53","4,380.23","4,405.99","4,374.71","143.05M","0.07%"
"Mar 28, 2016","4,398.07","4,415.04","4,417.57","4,393.08","114.45M","-0.17%"
"Mar 29, 2016","4,467.72","4,391.19","4,471.77","4,384.27","138.60M","1.58%"
"Mar 30, 2016","4,490.88","4,494.70","4,518.18","4,481.84","135.07M","0.52%"
"Mar 31, 2016","4,483.65","4,491.01","4,504.24","4,478.13","153.57M","-0.16%"
"Apr 01, 2016","4,532.08","4,461.77","4,534.32","4,452.11","163.66M","1.08%"
"Apr 04, 2016","4,511.70","4,526.39","4,533.43","4,503.65","136.25M","-0.45%"
"Apr 05, 2016","4,470.75","4,479.11","4,494.71","4,465.04","147.87M","-0.91%"
"Apr 06, 2016","4,543.78","4,476.35","4,544.59","4,476.35","140.03M","1.63%"
"Apr 07, 2016","4,475.28","4,519.02","4,525.69","4,459.72","158.89M","-1.51%"
"Apr 08, 2016","4,474.93","4,506.97","4,515.91","4,459.56","137.26M","-0.01%"
"Apr 11, 2016","4,458.70","4,496.26","4,516.10","4,458.47","139.72M","-0.36%"
"Apr 12, 2016","4,496.05","4,464.07","4,503.89","4,435.05","139.12M","0.84%"
"Apr 13, 2016","4,554.72","4,526.92","4,560.11","4,524.26","160.41M","1.30%"
"Apr 14, 2016","4,554.62","4,554.66","4,569.73","4,541.66","137.87M","-0.00%"
"Apr 15, 2016","4,543.16","4,550.31","4,558.92","4,531.00","180.01M","-0.25%"
"Apr 18, 2016","4,565.42","4,535.21","4,570.58","4,531.11","143.78M","0.49%"
"Apr 19, 2016","4,537.09","4,565.42","4,574.38","4,515.98","167.57M","-0.62%"
"Apr 20, 2016","4,540.44","4,539.19","4,562.34","4,523.90","153.14M","0.07%"
"Apr 21, 2016","4,540.80","4,540.71","4,558.66","4,522.85","145.96M","0.01%"
"Apr 22, 2016","4,474.19","4,478.44","4,502.39","4,440.14","206.02M","-1.47%"
"Apr 25, 2016","4,474.13","4,459.67","4,474.77","4,452.87","136.35M","-0.00%"
"Apr 26, 2016","4,452.97","4,480.60","4,490.06","4,439.38","159.89M","-0.47%"
"Apr 27, 2016","4,416.64","4,412.82","4,426.27","4,381.17","191.55M","-0.82%"
"Apr 28, 2016","4,363.99","4,419.11","4,447.20","4,355.30","202.30M","-1.19%"
"Apr 29, 2016","4,341.30","4,367.59","4,372.97","4,307.10","261.36M","-0.52%"
"May 02, 2016","4,381.30","4,350.83","4,386.98","4,334.59","152.46M","0.92%"
"May 03, 2016","4,341.39","4,349.07","4,368.76","4,329.76","160.69M","-0.91%"
"May 04, 2016","4,312.01","4,314.49","4,328.22","4,301.07","165.04M","-0.68%"
"May 05, 2016","4,309.48","4,326.91","4,333.12","4,299.61","158.29M","-0.06%"
"May 06, 2016","4,330.17","4,290.36","4,330.24","4,282.00","155.77M","0.48%"
"May 09, 2016","4,341.23","4,331.66","4,361.87","4,329.90","139.76M","0.26%"
"May 10, 2016","4,402.04","4,360.73","4,404.09","4,351.16","137.02M","1.40%"
"May 11, 2016","4,361.03","4,395.88","4,407.93","4,360.73","139.71M","-0.93%"
"May 12, 2016","4,342.81","4,376.09","4,377.86","4,312.88","166.35M","-0.42%"
"May 13, 2016","4,326.53","4,337.83","4,364.24","4,318.70","156.27M","-0.37%"
"May 16, 2016","4,380.48","4,335.33","4,395.70","4,329.89","157.57M","1.25%"
"May 17, 2016","4,322.56","4,376.55","4,385.06","4,311.18","181.29M","-1.32%"
"May 18, 2016","4,338.23","4,314.34","4,360.91","4,305.73","161.46M","0.36%"
"May 19, 2016","4,315.58","4,319.86","4,331.58","4,284.36","142.86M","-0.52%"
"May 20, 2016","4,362.90","4,330.07","4,379.98","4,329.57","183.37M","1.10%"
"May 23, 2016","4,355.10","4,364.73","4,382.40","4,353.36","137.83M","-0.18%"
"May 24, 2016","4,444.30","4,381.34","4,449.21","4,380.46","154.73M","2.05%"
